Refi Incentive(1/10th bp),Refi Incentive(1/10th bp) Description,Credit Score,Credit Score Description,Factor Date,Current Remaining Principal Balance ,Item Count ,Weighted Average Gross Coupon ,Weighted Average Maturity ,Weighted Average Loan Age ,Weighted Average Original Loan Size ,Weighted Average Loan Size ,Original Loan Amount ,CPR 1M ,CCR 1M (Curtailment) 
-1750,>-2 and <=-1.75,740,>680 and <=740,7/1/2018,4318346121,27179,2.720128646,159.0957217,44.14702909,274620.1795,218315.687,5736259364,10.4343373,1.456288892
-1750,>-2 and <=-1.75,29999,>740,7/1/2018,20996599935,131209,2.717621542,159.4120326,45.28619499,280665.4782,219980.0133,28641896305,10.65031665,1.882158469
-1500,>-1.75 and <=-1.5,-999,N.A.,7/1/2018,223031043.1,1266,3.675081896,280.0809279,84.17340463,268777.1839,221403.8932,276939469,9.67539456,0.368106922
-1500,>-1.75 and <=-1.5,550,<=550,7/1/2018,18280839.46,186,2.961080083,122.8089427,58.06123168,187583.0707,133958.801,26390633,1.774917334,0.467264469
-1500,>-1.75 and <=-1.5,680,>550 and <=680,7/1/2018,2557520173,20040,2.946468714,138.441966,44.21247038,230859.6842,181191.4389,3415630005,9.544273944,0.934572142
-1500,>-1.75 and <=-1.5,740,>680 and <=740,7/1/2018,11876667270,77949,2.943105623,150.6688238,43.97558363,265073.0601,209818.8569,15808431612,10.75685956,1.26520336
-1500,>-1.75 and <=-1.5,29999,>740,7/1/2018,47422534557,316092,2.940327713,150.030878,46.09493761,268330.4123,207983.2277,65328226546,11.03729831,1.818203702
-1250,>-1.5 and <=-1.25,-999,N.A.,7/1/2018,219156440.6,1197,3.63266972,298.2609835,85.13856364,273795.6159,230573.6055,265692134,8.694169086,0.25570488
-1250,>-1.5 and <=-1.25,550,<=550,7/1/2018,29430980.69,309,3.200047121,134.3152599,51.01231269,169767.6965,128555.1488,40221488,11.37255332,0.948375166
-1250,>-1.5 and <=-1.25,680,>550 and <=680,7/1/2018,3328613421,26095,3.196311797,150.419987,39.67502586,224437.9695,184059.5944,4257393636,10.19612536,0.899642414
-1250,>-1.5 and <=-1.25,740,>680 and <=740,7/1/2018,14130508392,90910,3.198499676,172.9852717,39.99235859,260696.2593,216944.9703,17870428683,10.44361365,1.177509561
-1250,>-1.5 and <=-1.25,29999,>740,7/1/2018,51981376542,332711,3.20070317,180.624957,42.93193874,266599.0644,219252.3008,67526088227,10.78751205,1.812246724
-1000,>-1.25 and <=-1,-999,N.A.,7/1/2018,276753550.2,1523,3.674448506,314.3214943,84.7388174,260694.1588,222799.9306,328828284,11.39669888,0.41789153
-1000,>-1.25 and <=-1,550,<=550,7/1/2018,58990510.23,592,3.450908007,158.1050083,50.08243255,165603.1105,131208.2316,76848119,14.05688604,0.365018761
-1000,>-1.25 and <=-1,680,>550 and <=680,7/1/2018,6013330992,44627,3.45203322,181.4419876,39.81426514,225979.9158,191676.8066,7389505399,10.03298914,0.71304239
-1000,>-1.25 and <=-1,740,>680 and <=740,7/1/2018,31030961858,178549,3.456748379,232.9893052,42.31426345,271468.2019,237003.9706,36939891765,9.909146684,0.840355907
-1000,>-1.25 and <=-1,29999,>740,7/1/2018,1.18213E+11,651482,3.455126206,245.986402,46.44432363,284263.8175,246428.3411,1.42754E+11,9.059048835,1.191940746
-750,>-1 and <=-0.75,-999,N.A.,7/1/2018,378136494.3,2050,3.811315015,337.3836024,77.72987899,260636.5651,229475.1339,435304557,5.653210441,0.473079229
-750,>-1 and <=-0.75,550,<=550,7/1/2018,150571232.6,1270,3.700348598,212.8451215,51.69076373,184736.371,156881.9554,181356865,7.525863988,0.274878295
-750,>-1 and <=-0.75,680,>550 and <=680,7/1/2018,10690930892,70402,3.698085907,238.6746912,38.84047083,238142.8131,213020.5038,12342371131,10.39756665,0.520970744
-750,>-1 and <=-0.75,740,>680 and <=740,7/1/2018,64285949434,317997,3.695760235,284.4721497,36.56747351,287800.9398,264212.541,71598124583,10.11040137,0.579479325
-750,>-1 and <=-0.75,29999,>740,7/1/2018,1.94009E+11,945259,3.690855462,286.9658455,39.20795787,296359.3972,269721.0958,2.19434E+11,8.719764341,0.899061353
-500,>-0.75 and <=-0.5,-999,N.A.,7/1/2018,2418966696,12758,3.991497302,403.5086234,61.07797764,255712.777,238245.6303,2606217177,9.250368193,0.229632433
-500,>-0.75 and <=-0.5,550,<=550,7/1/2018,258858611.9,2028,3.941590354,242.0778445,55.16002619,193926.1462,168369.6284,304017514,15.48837813,0.283191186
-500,>-0.75 and <=-0.5,680,>550 and <=680,7/1/2018,15199177480,93650,3.936966051,269.9277571,38.48015281,245060.4639,223988.1628,17086312171,11.34271396,0.438449245
-500,>-0.75 and <=-0.5,740,>680 and <=740,7/1/2018,79436693230,391013,3.935114449,300.1106251,34.35464343,285685.7939,265725.6287,87114562910,9.742647565,0.499550057
-500,>-0.75 and <=-0.5,29999,>740,7/1/2018,2.0412E+11,1017980,3.933424895,297.7590641,37.24599884,288131.4219,264992.8229,2.28426E+11,8.639291698,0.914674712
-250,>-0.5 and <=-0.25,-999,N.A.,7/1/2018,1090527990,5962,4.217258772,390.1615529,65.59385608,250108.9791,231528.348,1185580255,10.08306471,0.309435293
-250,>-0.5 and <=-0.25,550,<=550,7/1/2018,385791971.3,2674,4.191432104,268.8169031,55.90414742,209922.1052,186693.9069,440689863,13.90069168,0.236874513
-250,>-0.5 and <=-0.25,680,>550 and <=680,7/1/2018,20529936868,118783,4.196718135,295.9351544,37.31017781,249675.8773,232217.5649,22490386428,12.4319788,0.393845469
-250,>-0.5 and <=-0.25,740,>680 and <=740,7/1/2018,89325681376,436723,4.189597911,313.1644761,31.97638119,282298.7681,265750.2152,96385194979,10.38308501,0.448107446
-250,>-0.5 and <=-0.25,29999,>740,7/1/2018,1.80344E+11,915840,4.184675174,307.7908266,35.17630992,280945.6565,261503.6443,1.98922E+11,9.501910049,0.898173825
0,>-0.25 and <=0,-999,N.A.,7/1/2018,843911590.1,4746,4.450271604,382.2779351,68.53729715,248937.487,229443.7183,924489459,13.73798735,0.458481247
0,>-0.25 and <=0,550,<=550,7/1/2018,380479483.7,2655,4.438436365,277.4244786,55.37552669,203781.3066,182762.3919,429334785,13.41220009,0.189314943
0,>-0.25 and <=0,680,>550 and <=680,7/1/2018,21813963243,124239,4.440346879,305.7903254,34.1455041,252973.3846,237799.7133,23670492445,12.26876306,0.389647935
0,>-0.25 and <=0,740,>680 and <=740,7/1/2018,70506156242,356488,4.435781228,313.742359,32.85221182,280260.3331,264213.465,76368536360,10.73320627,0.511978727
0,>-0.25 and <=0,29999,>740,7/1/2018,1.15099E+11,634778,4.433501828,301.7422808,40.28011886,273755.6047,252895.8579,1.29481E+11,10.14367404,1.113216111
250,>0 and <=0.25,-999,N.A.,7/1/2018,1701499259,9712,4.643009897,403.1079852,59.83592624,240802.5289,226195.7642,1821637278,10.88881549,0.237322826
250,>0 and <=0.25,550,<=550,7/1/2018,372510735.5,2591,4.690363395,284.8225402,54.15278006,204476.8493,184988.6554,417442137,9.283315956,0.319906773
250,>0 and <=0.25,680,>550 and <=680,7/1/2018,20401568993,117041,4.687983979,311.3923833,35.7476398,249672.9116,235204.4574,22051335995,14.18185115,0.335346334
250,>0 and <=0.25,740,>680 and <=740,7/1/2018,47274206847,257335,4.685560907,309.2072766,39.0663227,269062.6251,251561.7763,51777498814,11.3923584,0.480570513
250,>0 and <=0.25,29999,>740,7/1/2018,67271562019,416490,4.686478798,291.8619386,50.71540281,255718.2731,232067.693,77436422326,11.68105922,1.183238014
29999,>0.25,-999,N.A.,7/1/2018,2358002442,20435,5.487692216,347.2191662,86.42178064,200667.8158,181647.5646,2791244353,13.696673,0.47463714
29999,>0.25,550,<=550,7/1/2018,793969770.9,7553,5.610500438,255.2039285,90.96840207,189005.9865,163621.8335,975518091,13.62258762,0.239956956
29999,>0.25,680,>550 and <=680,7/1/2018,36695496652,279454,5.46538682,274.7638564,73.57195245,221802.1186,199078.4543,43103345247,14.24856044,0.416227577
29999,>0.25,740,>680 and <=740,7/1/2018,62113145712,434024,5.303401236,273.194859,74.74319071,239542.2611,213079.4068,73319933734,13.75917764,0.549698838
29999,>0.25,29999,>740,7/1/2018,77093155015,597077,5.22311725,259.5699945,83.49799022,225994.9452,194771.277,94738341190,14.90207658,1.062989884
-2000,<=-2,-999,N.A.,6/1/2018,4463019527,25165,3.926067289,273.0154351,79.46909791,275863.9649,223722.3358,5618279143,14.36159566,0.291576398
-2000,<=-2,550,<=550,6/1/2018,243798.832,4,2.448271509,103.5247453,64.36983475,104912.8381,67791.57399,385200,-0.000150207,-0.000150207
-2000,<=-2,680,>550 and <=680,6/1/2018,100832150.8,887,2.471536256,149.8859543,52.36830261,237402.1682,180739.9056,141919135,12.96346609,1.678603427
-2000,<=-2,740,>680 and <=740,6/1/2018,730549058.4,4721,2.467633925,189.7163629,52.07701796,281885.6555,221614.2095,995275434,17.9485485,1.833798454
-2000,<=-2,29999,>740,6/1/2018,4155989359,26134,2.469594191,191.4471193,52.81438213,290294.0212,225147.1169,5820757531,20.9513331,2.898149005
-1750,>-2 and <=-1.75,-999,N.A.,6/1/2018,180961011,1126,4.126801406,208.7872213,79.76671078,257780.5113,199742.6892,237737788,13.30285371,0.540025761
-1750,>-2 and <=-1.75,550,<=550,6/1/2018,2236735.731,27,2.725832195,128.5450378,62.81800295,159302.7994,113226.1615,3228364,-0.162802483,-0.162802483
-1750,>-2 and <=-1.75,680,>550 and <=680,6/1/2018,737207365.5,5692,2.719979954,143.6891163,42.23503938,235462.3974,187460.4749,973195429,10.77114609,1.009316254
-1750,>-2 and <=-1.75,740,>680 and <=740,6/1/2018,4399689690,27481,2.720420312,160.2924065,43.19970571,274820.9043,219802.1528,5802741602,11.46082419,1.471377081
-1750,>-2 and <=-1.75,29999,>740,6/1/2018,21388530584,132644,2.717923211,160.601566,44.37115872,280678.9038,221292.9578,28961065917,11.72302653,2.104776554
-1500,>-1.75 and <=-1.5,-999,N.A.,6/1/2018,226065795.8,1284,3.675774896,280.7668289,83.20226905,267956.5752,221247.4268,280138605,13.91133308,0.242736309
-1500,>-1.75 and <=-1.5,550,<=550,6/1/2018,18974371.13,188,2.961504453,127.4321684,57.39646311,191774.1115,139512.5687,26936687,30.14565333,5.790879396
-1500,>-1.75 and <=-1.5,680,>550 and <=680,6/1/2018,2602572417,20229,2.946748091,139.4340534,43.25889363,230928.3628,182375.6065,3450787036,11.02766232,1.211327437
-1500,>-1.75 and <=-1.5,740,>680 and <=740,6/1/2018,12075481369,78681,2.943378379,151.7352073,43.04971845,265028.5227,211009.2606,15961399327,11.18446579,1.403085816
-1500,>-1.75 and <=-1.5,29999,>740,6/1/2018,48239793198,319216,2.940581085,151.1342041,45.16854081,268248.7872,209178.8012,65960062667,11.6683481,2.030708738
-1250,>-1.5 and <=-1.25,-999,N.A.,6/1/2018,221519144.8,1207,3.63175753,299.3121305,84.11709337,273539.8825,230909.3832,267866603,10.33258866,0.189124228
-1250,>-1.5 and <=-1.25,550,<=550,6/1/2018,29742926.13,310,3.200161082,135.1304227,50.06679781,169612.9801,129216.1617,40356173,4.271247465,0.893707021
-1250,>-1.5 and <=-1.25,680,>550 and <=680,6/1/2018,3376811997,26297,3.196637975,151.3868429,38.71962643,224242.8493,184938.3826,4289795052,10.04592559,1.110965716
-1250,>-1.5 and <=-1.25,740,>680 and <=740,6/1/2018,14337428540,91721,3.19872042,173.9639696,39.07966323,260532.4282,217877.0509,18024423512,10.75803383,1.24488114
-1250,>-1.5 and <=-1.25,29999,>740,6/1/2018,52791087170,335891,3.200953489,181.6138816,42.00590614,266452.2445,220199.8362,68155322486,11.16432258,1.976147569
-1000,>-1.25 and <=-1,-999,N.A.,6/1/2018,282998705.1,1553,3.676672156,315.3078062,83.63272091,261012.563,223692.8674,335201553,20.39711823,0.636477669
-1000,>-1.25 and <=-1,550,<=550,6/1/2018,60214897.99,600,3.450822653,158.8789223,48.85119682,165407.8472,131936.4135,77834024,15.45492251,0.912354876
-1000,>-1.25 and <=-1,680,>550 and <=680,6/1/2018,6100547419,45036,3.452363132,182.3381228,38.89564621,225853.9072,192385.4534,7456999736,10.08452683,0.74245865
-1000,>-1.25 and <=-1,740,>680 and <=740,6/1/2018,31468261149,180293,3.457061045,233.8966623,41.37361522,271300.7618,237645.9902,37299733515,10.07382181,0.915582427
-1000,>-1.25 and <=-1,29999,>740,6/1/2018,1.19732E+11,657462,3.455404865,246.8909242,45.50406046,284052.7668,247009.034,1.44009E+11,9.62698727,1.291924398
-750,>-1 and <=-0.75,-999,N.A.,6/1/2018,382828530,2069,3.810966631,338.3602081,76.81206746,260632.1326,229908.8785,439689042,11.31805211,0.438742277
-750,>-1 and <=-0.75,550,<=550,6/1/2018,152756752.1,1284,3.700228694,213.4202794,50.76095054,184649.1879,157281.0139,183362415,10.3085326,0.236987023
-750,>-1 and <=-0.75,680,>550 and <=680,6/1/2018,10810579630,70971,3.698267506,239.5832553,37.94537207,237933.0674,213423.1747,12436825855,10.25883829,0.58165701
-750,>-1 and <=-0.75,740,>680 and <=740,6/1/2018,64920932689,320294,3.695962511,285.5208049,35.65651049,287668.7963,264702.5747,72100772161,10.15717452,0.612718572
-750,>-1 and <=-0.75,29999,>740,6/1/2018,1.95716E+11,951386,3.691050612,288.0353388,38.30022379,296171.5796,270177.6328,2.20732E+11,9.344685265,0.968609097
-500,>-0.75 and <=-0.5,-999,N.A.,6/1/2018,2452333626,12919,3.991741772,404.5930027,60.10601222,255605.0912,238455.2717,2638305110,14.33321275,0.454561663
-500,>-0.75 and <=-0.5,550,<=550,6/1/2018,262330741.4,2047,3.941621471,242.9737927,54.17229246,193814.9208,168750.2633,307001584,11.64936402,0.212126083
-500,>-0.75 and <=-0.5,680,>550 and <=680,6/1/2018,15338991183,94255,3.937228735,271.1570531,37.64804581,244955.2361,224391.1093,17196434065,11.36373343,0.487882192
-500,>-0.75 and <=-0.5,740,>680 and <=740,6/1/2018,80065336389,393297,3.935424994,301.3284004,33.52510852,285489.3679,266034.8943,87608846318,10.2594063,0.576671177
-500,>-0.75 and <=-0.5,29999,>740,6/1/2018,2.05406E+11,1022618,3.933688821,299.0361302,36.46456557,287876.1709,265253.5729,2.29324E+11,9.429022897,1.022963675
-250,>-0.5 and <=-0.25,-999,N.A.,6/1/2018,1099427443,6005,4.217495926,391.3257907,64.75524937,250034.7296,231731.2675,1193608577,9.186633917,0.446908428
-250,>-0.5 and <=-0.25,550,<=550,6/1/2018,392000181.7,2706,4.191250432,269.9332377,54.97345602,210046.6136,187245.7525,446586477,15.6067775,0.223810643
-250,>-0.5 and <=-0.25,680,>550 and <=680,6/1/2018,20702970809,119473,4.196873213,297.2700607,36.53794229,249701.2335,232631.2494,22633313861,12.35588479,0.404552317
-250,>-0.5 and <=-0.25,740,>680 and <=740,6/1/2018,89763386433,438161,4.18979855,314.2710368,31.20839508,282170.6799,266035.3586,96683625981,11.14650426,0.537102287
-250,>-0.5 and <=-0.25,29999,>740,6/1/2018,1.80403E+11,915995,4.184730702,308.7942985,34.56232189,280583.7806,261509.9131,1.98655E+11,10.16351595,1.010950662
0,>-0.25 and <=0,-999,N.A.,6/1/2018,852016288,4789,4.450502215,383.2260609,67.88189313,248791.8494,229513.3284,932485652,13.40873699,0.334497695
0,>-0.25 and <=0,550,<=550,6/1/2018,385558790.9,2682,4.438467239,278.4572382,54.62994536,203792.8161,183107.8519,434137041,13.54014292,0.526853768
